V1	V2	V3	V4	V5	V6	V7	V8	feature_tmp_anno_homer_anchor1	feature_tmp_anno_homer_anchor2	feature_tmp_ATAC-seq-WT-hct116.peaks.txt_anchor1	feature_tmp_ATAC-seq-WT-hct116.peaks.txt_anchor2	feature_tmp_H3k4me3StdHotspotsRep1.broadPeak_anchor1	feature_tmp_H3k4me3StdHotspotsRep1.broadPeak_anchor2	feature_tmp_HCT-H3k36me3_anchor1	feature_tmp_HCT-H3k36me3_anchor2	feature_tmp_HCT-H3k4me2_anchor1	feature_tmp_HCT-H3k4me2_anchor2	feature_tmp_HCT-H3k79me2_anchor1	feature_tmp_HCT-H3k79me2_anchor2	feature_tmp_HCT-H3k9ac_anchor1	feature_tmp_HCT-H3k9ac_anchor2	feature_tmp_HCT-H3k9me3_anchor1	feature_tmp_HCT-H3k9me3_anchor2	feature_tmp_Hct116CtcfStdPkRep1.narrowPeak_anchor1	feature_tmp_Hct116CtcfStdPkRep1.narrowPeak_anchor2	feature_tmp_Hct116Elf1V0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116Elf1V0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116H3k27acUcdPk.narrowPeak_anchor1	feature_tmp_Hct116H3k27acUcdPk.narrowPeak_anchor2	feature_tmp_Hct116H3k4me1UcdPk.narrowPeak_anchor1	feature_tmp_Hct116H3k4me1UcdPk.narrowPeak_anchor2	feature_tmp_Hct116JundV0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116JundV0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116MaxV0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116MaxV0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116Yy1sc281V0416101PkRep2.broadPeak_anchor1	feature_tmp_Hct116Yy1sc281V0416101PkRep2.broadPeak_anchor2	feature_tmp_MethylRrbsHct116StanfordSitesRep2.bedRrbs_anchor1	feature_tmp_MethylRrbsHct116StanfordSitesRep2.bedRrbs_anchor2	feature_tmp_RNA-seq-peaks.txt_anchor1	feature_tmp_RNA-seq-peaks.txt_anchor2
chr17	42904453	42911032	chr17	43237185	43241166	loop_name_303	1	136	36	0	0	113.945808	107.557999	0	0	24.34882	49.32349	21.91722	15.82264	56.19126	61.94173	0	0	46	6	0	0	13.06717	13.25858	7.84726	0	0	0	0	0	0	3343.65	2788978155	259433854	30.5	0
chr1	39856555	39866525	chr1	40023849	40025910	loop_name_304	1	13636	490	0	0	38.44956	115.036003	0	6.40471	43.57661	21.4634	19.81576	7.96849	30.30136	20.65212	0	0	0	0	272.98	0	19.79109	3.5293	17.00385	0	1166.67	0	348.13	0	699.61	2568.45	0	0	0	0
chr14	68590318	68593959	chr14	69250183	69265856	loop_name_305	4	301830	2611	0	0	0	147.474276	0	21.69449	6.51742	42.47293	0	45.93377	5.94042	59.79283	0	0	0	122	0	0	4.44543	11.88435	2.6284	14.98579	146.39	172.07	0	462.24	0	1480.02	0	6579750537	0	1955
chr1	52606321	52609452	chr1	52829634	52833500	loop_name_306	1	121	310	0	0	105.238998	138.367004	0	2.85029	18.01142	34.77879	5.1856	7.04421	35.97889	34.01423	0	0	48	20	0	0	8.06975	5.6924	0	0	0	0	0	0	424.77	246.97	3945605872	2641594122	37.5	0
chr8	28346967	28349023	chr8	28558460	28560857	loop_name_307	1	160	669	0	0	132.436005	143.269495	0	0	29.72973	28.09306	0	12.86455	11.43682	32.52516	0	0	21	29	0	0	3.61253	14.43747	0	0	0	0	0	0	414.27	1255.85	0	3884047002	0	0
chr19	56088699	56093474	chr19	56164110	56169214	loop_name_308	1	1124	1246	0	0	226.466995	138.166197	0	10.47319	26.25894	52.11506	12.17114	20.96388	35.4104	54.61162	0	0	0	232	137.2	1010.52	3.24637	5.35631	0	0	0	0	0	393.66	633.55	1945.28	4375119562	4717894444	46.5	477
chr6	133928709	133933525	chr6	133951520	133955151	loop_name_309	3	211168	188949	0	23	0	0	0	0	4.98481	4.89928	0	0	2.88106	3.43538	0	0	0	11	0	0	9.63232	2.47373	3.03373	3.17722	109.81	0	0	0	0	0	0	0	0	0
chr17	79281834	79284492	chr17	79649329	79652686	loop_name_310	1	115	46	0	0	115.811996	123.929001	0	6.05156	30.1303	68.28851	3.01542	31.24304	26.62295	45.01633	0	0	77	0	0	236.22	7.1866	12.58828	2.81149	2.50203	0	0	0	0	321.03	290.98	1744241839	5416261811	0	0
chr7	73183251	73185405	chr7	73240402	73249068	loop_name_311	1	272	458	0	0	54.663898	118.903119	0	7.83721	37.27046	47.10573	0	20.34656	7.307	66.6571	0	0	0	15	0	0	7.38716	14.5017	0	46.91557	0	0	121.29	143.63	279.07	824.85	1244143713	1171935522	66.5	1141
chr4	30900275	30908420	chr4	30937354	30966092	loop_name_312	15	182311	221043	0	0	12.7868	21.87128	15.91479	10.73871	19.21081	59.71105	21.49407	113.0522	14.47592	70.11217	0	0	0	0	0	252.94	19.27047	111.05022	9.744	87.66308	293.56	2723.69	0	650.59	0	403.45	0	0	0	465
chr8	143867682	143871502	chr8	144360085	144366824	loop_name_313	1	1584	415	0	0	7.94118	178.839398	0	6.59853	13.59764	41.21285	0	11.48279	8.48006	50.80916	0	0	0	172	0	486.8	4.33504	30.07588	15.24524	3.03807	0	0	0	586.6	0	1014.28	2877389221	7795594390	0	491
chr17	76120272	76130062	chr17	76133221	76139126	loop_name_314	9	292	6260	0	0	187.821143	61.328701	6.45322	0	64.50363	27.13446	8.52987	0	48.61702	40.32031	0	0	13	125	0	0	7.1131	7.50493	6.14006	11.36993	0	125	0	0	259.03	564.42	10277052682	2436338257	67	29.5
chr7	100270396	100273938	chr7	101738770	101742803	loop_name_315	1	804	187566	0	0	116.882004	6.04864	0	0	31.40382	18.25108	24.34228	3.15628	36.80132	22.6093	0	0	0	0	0	0	14.18025	21.70837	0	18.75961	0	153.81	0	0	307.02	0	10328092949	1017403114	0	97.5
chr8	126706903	126715776	chr8	128304303	128314225	loop_name_316	2	252101	52382	0	0	34.304879	33.370499	3.31706	8.30022	34.99708	25.65684	6.36465	10.35028	21.99716	27.43496	0	0	224	0	0	0	13.2323	19.1581	21.12149	18.20859	385.65	413.35	142.8	0	1597.28	508.16	0	0	0	0
chr14	68551275	68557973	chr14	69279558	69288327	loop_name_317	1	264315	20983	0	0	14.9161	43.328761	0	0	17.39184	40.60121	0	2.85705	6.59335	38.54047	0	0	0	56	0	0	33.13328	21.03943	18.63914	16.83384	276.85	122.68	0	0	0	1635.54	411317764	4572743964	0	22.5
chr17	61625731	61629789	chr17	61676926	61679378	loop_name_318	2	36	79	0	0	158.774033	133.580994	0	0	44.7798	27.06106	14.93884	8.48302	36.56638	34.40286	0	0	0	0	0	0	12.27793	2.24667	0	0	0	0	0	0	574.18	877.98	1663956048	1603639714	365	85.5
chr16	57125135	57127614	chr16	57519306	57521043	loop_name_319	1	80	210	0	0	75.247597	111.211998	0	0	69.19193	52.97534	4.29439	0	38.97774	31.06348	0	0	38	0	0	0	6.55751	5.75583	0	0	0	0	0	0	327.93	352.72	3827479606	3221137634	0	0
chr12	76077763	76080087	chr12	76369409	76381892	loop_name_320	1	173507	49905	0	0	2.34864	7.82897	0	0	2.20259	32.15053	0	17.70952	3.31696	48.87361	0	0	0	7	0	0	5.05609	71.15203	3.19093	15.81634	0	477.36	0	0	0	247.55	0	0	0	71
chr17	46183908	46186684	chr17	46313302	46325422	loop_name_321	2	349	52347	0	0	135.358994	30.56219	0	0	35.81466	33.44539	7.1734	2.4202	29.42294	26.94863	0	0	14	13	0	175.3	4.80148	11.26422	0	7.20143	0	727.33	0	181.73	481.79	0	1016069588	92639470	36.5	0
chr16	75017517	75020467	chr16	75141020	75146680	loop_name_322	1	25	6820	0	0	162.54436	34.101529	0	0	38.99595	18.54655	15.26495	0	67.67878	29.21358	0	0	0	109	0	0	10.55787	6.99911	0	3.90442	0	0	0	0	298.8	308.84	900228790	225432115	0	237.5
chr1	65641144	65645297	chr1	66755868	66770169	loop_name_323	1	28535	34772	0	0	10.11547	39.62172	0	2.74824	13.35554	50.97026	15.24125	0	12.95101	39.48779	0	0	0	0	0	0	2.99045	16.57577	6.12721	16.30961	196.96	1032.82	0	101.61	0	0	0	0	0	0
chr8	145637885	145643326	chr8	145650779	145656417	loop_name_324	6	1311	348	0	0	164.739851	121.832001	4.03435	11.09	78.28002	34.19196	3.95937	11.99655	85.74921	58.78569	0	0	8	7	0	0	42.59657	20.89347	17.16284	10.31464	0	0	0	0	529.29	3100	6553779125	8884881127	204	193
chr1	201680332	201685074	chr1	201922423	201925861	loop_name_325	1	5933	477	0	0	26.993061	160.671997	0	0	34.86407	15.38693	0	27.66998	20.51081	48.35129	0	0	0	0	0	0	9.70801	6.563	4.07524	4.29464	584.14	0	146.88	109.2	469.9	1717.19	0	605773252	0	0
chr17	75249658	75252986	chr17	75274896	75286402	loop_name_326	9	26170	2670	0	0	17.76589	255.619667	0	6.01349	23.98038	77.77199	0	32.39353	21.99935	91.64404	0	0	53	47	0	0	9.07387	27.8462	3.76257	11.25105	0	0	0	406.79	523.3	1581.12	903018188	5645956181	0	86
chr10	75010835	75014206	chr10	75540274	75546136	loop_name_327	1	22	1397	0	0	144.335037	239.519005	3.5239	6.09243	18.89002	46.6068	16.26948	28.6286	38.74199	51.19312	0	0	0	0	129.39	350.87	6.85869	12.05931	0	4.98293	0	0	152.7	0	537.81	2236.99	600097739	4608181663	0	700
chr1	1309279	1312976	chr1	1445543	1448161	loop_name_328	1	310	671	0	0	133.363007	110.660004	5.22641	0	19.51529	20.92963	15.897	0	49.77747	72.01978	0	0	56	0	829.74	115.81	10.25983	12.65552	3.65044	0	0	0	0	156.48	1359.43	286.41	76017239	40519056	592	20.5
chr3	49465930	49468811	chr3	49502306	49510016	loop_name_329	1	614	25	0	0	96.30558	136.784933	0	6.6716	28.42912	64.0457	0	11.775	16.24088	56.12869	0	0	7	0	0	0	5.62443	21.62539	3.51023	26.87359	0	0	0	0	340.89	601.25	1187208205	6287492357	29.5	102.5
chr2	26219473	26221840	chr2	26233654	26236398	loop_name_330	3	15214	21703	0	0	8.09367	24.21238	0	0	18.22211	12.3774	0	0	10.37693	5.11007	0	0	18	11	0	0	3.01284	3.1882	0	5.78162	368.85	867.93	0	194.42	369.93	265.22	0	0	0	0
chr16	30133278	30135599	chr16	30380432	30384056	loop_name_331	1	191	11	0	0	108.022003	125.341297	0	0	20.61879	51.72236	0	14.08841	21.48124	39.47325	0	0	0	17	0	0	21.17118	10.4744	0	8.81213	0	0	0	0	132.15	107.24	1205371104	2703958180	95.5	67
chr11	63948071	63955185	chr11	64006566	64016266	loop_name_332	1	1116	1828	0	22	140.993601	176.449799	7.55911	7.56941	77.44108	96.94522	34.81137	29.27469	92.02022	188.23146	0	0	32	6	0	0	16.8205	25.3144	8.31422	16.62365	0	0	243.11	120.7	977.66	4586.95	7418607716	8833342554	0	1117
chr6	33238264	33249401	chr6	33556886	33559939	loop_name_333	2	1084	2702	15	0	115.238639	12.839	36.96608	0	28.11196	29.33165	42.80359	0	66.88504	21.78337	0	0	208	105	382.07	0	12.03309	10.47586	13.97621	4.04248	0	0	200.45	0	3595.21	435.08	3224637827	0	895	0
chr10	30001891	30005038	chr10	30344688	30349177	loop_name_334	1	21265	1582	0	0	7.81829	62.48225	0	0	10.17446	20.95077	8.77464	6.25959	5.19486	14.95406	0	0	0	0	0	0	2.79071	6.30161	3.73472	3.26187	449.98	180.1	0	290.77	0	0	0	2488548734	0	0
chr16	29800654	29804413	chr16	30004713	30008852	loop_name_335	1	245	634	0	0	120.441002	137.772995	4.87399	5.93037	57.98756	28.16999	18.11201	4.3993	59.71579	32.81691	0	0	50	0	0	100.19	14.09921	8.95177	3.49539	4.45963	0	0	0	150.33	2134.9	3100	923867902	1680402617	65.5	518
chr3	52122491	52126113	chr3	52639301	52642906	loop_name_336	1	25174	70483	10	0	0	0	0	3.7038	18.83561	10.62187	0	9.77909	11.12147	5.54449	0	0	0	0	0	0	4.86993	3.19116	5.43705	10.60299	0	501.83	0	0	0	178.74	0	0	0	0
chr2	112810674	112815608	chr2	113339843	113344777	loop_name_337	2	341	139	0	0	175.399696	144.280029	0	5.76261	65.5464	27.85833	6.97821	23.28863	46.19046	37.26878	0	0	0	42	0	461.28	16.48868	12.16298	4.15852	4.12139	0	0	0	0	1053	3100	7107221179	2266844899	27	66
chr9	132499434	132501189	chr9	133602212	133606976	loop_name_338	1	15032	15326	0	0	34.0802	19.3866	0	0	35.54498	18.00204	0	17.84929	20.77494	15.91574	0	0	92	0	0	0	8.01925	9.54509	0	15.67494	0	513.3	0	0	691.79	0	2252502436	0	80.5	0
chr14	24563000	24565510	chr14	24767495	24770511	loop_name_339	1	84	36	0	0	130.897995	144.251007	0	2.36933	23.01139	31.01009	7.27056	18.00569	31.43211	26.89888	0	0	5	0	0	0	6.72572	4.5907	2.48188	7.54715	0	0	0	0	0	197.04	221073426	569690031	137	0
chr17	617235	619548	chr17	811553	815111	loop_name_340	1	296	460	0	0	188.617104	17.755199	0	2.76643	41.58418	17.92677	13.01288	16.41956	33.12075	16.06435	0	0	0	0	390.49	0	5.15561	5.17959	0	6.20307	0	0	0	173.26	388.32	0	37711418	0	25	40
chr1	213186062	213191220	chr1	213347788	213352300	loop_name_341	2	210	125469	0	0	132.992004	0	0	0	21.13685	5.94946	12.86661	0	36.65286	0	0	0	0	0	272.77	0	7.45065	3.99554	0	6.89687	0	580.4	0	0	3100	0	8740745908	0	318	0
chr8	126122005	126124901	chr8	126422154	126424624	loop_name_342	1	19388	19174	0	0	8.42894	6.50323	1.99287	0	12.41794	13.88117	11.96908	0	5.51237	6.82077	0	0	0	0	0	0	7.79135	6.95412	14.38586	15.60552	700.62	106.15	106.85	0	286.08	813.97	0	252847364	0	0
chr11	66622145	66628509	chr11	66652735	66655941	loop_name_343	1	451	21002	0	0	84.936302	11.37788	7.21743	0	53.62275	13.11781	6.70655	0	52.08028	12.54682	0	0	0	0	0	0	10.60511	6.17206	0	5.08904	0	0	0	0	392.28	0	12991876030	199965438	292	0
chr3	156541323	156546217	chr3	156844165	156850397	loop_name_344	3	326	6490	0	0	104.542999	21.31481	0	0	23.51993	17.64647	9.14472	0	36.24865	27.54848	0	0	0	51	0	0	11.33088	12.29655	7.54062	14.25089	107.44	0	223.39	210.83	915.29	537.56	6731402236	0	0	0
chr1	178504972	178508260	chr1	178510611	178512855	loop_name_345	1	5315	198	0	0	16.6064	87.313904	0	0	14.06983	25.50147	0	0	10.23974	17.4766	0	0	0	83	0	0	3.62135	5.61309	6.31343	0	166.38	0	104.27	0	912.12	168.49	535521376	11246247153	0	0
chr6	26194620	26208197	chr6	26328088	26332092	loop_name_346	10	1622	35297	0	0	208.785431	68.7593	0	0	47.03493	25.56743	8.88305	0	63.89583	25.23447	0	0	20	0	0	105.67	40.13671	12.3266	9.90634	0	0	0	0	103.81	1235.29	464.49	681195911	0	5490	0
chr4	10655630	10660174	chr4	11496870	11501054	loop_name_347	1	28587	68425	16.5	16.5	44.14664	2.84981	0	0	15.40432	16.35851	0	0	10.99687	13.7829	0	0	0	25	0	0	3.47638	6.68619	12.19728	8.14874	825.18	0	0	143.21	0	282.25	0	0	0	0
chr2	224559618	224567585	chr2	224588476	224593273	loop_name_348	6	96385	111444	0	0	8.54943	33.370499	0	0	12.72546	30.14088	0	0	17.46226	17.43115	0	0	32	55	0	0	30.04984	9.98305	21.57989	15.49133	2630.78	335.72	417.69	0	540.1	632.78	224565367	673765775	0	24
chr21	37506491	37508425	chr21	37513470	37515315	loop_name_349	1	195	7130	0	0	63.448502	13.18069	0	0	30.75408	16.79244	0	0	12.9135	7.4062	0	0	0	63	0	0	5.60796	4.92331	11.13439	4.29908	0	344.08	121.27	168.83	0	206.7	1200235378	0	0	0
chr11	63991356	63995564	chr11	64070608	64075601	loop_name_350	3	119	105	0	0	88.668404	201.936707	3.2354	4.72866	42.44691	66.06539	17.37521	11.859	52.62984	78.70181	0	0	26	103	103.02	0	7.91323	21.20348	4.32812	0	0	0	0	0	237.54	118.09	1151885523	5446213946	198.5	73.5
chr14	105130849	105135065	chr14	105152416	105159429	loop_name_351	5	1062	20	0	0	19.3266	121.990997	0	8.56797	13.70625	37.00201	0	16.80823	15.79601	76.18906	0	0	52	0	0	0	6.67482	13.94915	12.38702	10.89921	0	0	0	0	748.7	146.38	0	7886681360	0	20.5
chr10	105648866	105651307	chr10	105652503	105658295	loop_name_352	22	27958	22646	0	0	3.55959	5.68894	5.84476	5.94361	9.49874	13.57252	0	2.9722	7.74635	8.15068	0	0	0	0	0	0	2.76492	6.95222	5.81076	6.70154	0	394.64	0	0	208	243.39	0	211316223	0	194
chr9	26890630	26895437	chr9	26945643	26949724	loop_name_353	1	208	213	89	51.5	138.591995	148.392068	0	0	20.41157	38.48521	21.39405	21.76726	30.9202	60.6164	0	0	17	9	106.61	598.91	10.67738	7.83206	3.71507	3.7217	0	144.04	229.34	0	619.96	1160.75	1317739505	1616827971	174	134
chr1	154941750	154949651	chr1	154970606	154978880	loop_name_354	12	1258	363	0	29	95.813202	118.054001	5.05916	3.98203	24.86454	49.414	33.60573	13.0789	34.81329	93.17858	0	0	0	154	0	0	15.19387	28.46935	11.22342	4.7241	0	0	0	435.94	1079.91	1401.8	4028573435	6508960745	292	196.5
chr8	144697499	144701091	chr8	144798044	144800291	loop_name_355	1	354	661	0	13	121.176003	107.337809	5.83939	0	43.87434	46.56701	9.01012	0	55.94843	40.63126	0	0	8	0	0	0	8.75036	7.31538	3.92471	9.71004	0	0	0	0	778.21	118.33	7958490483	5936742808	148	76
chr2	232525689	232533077	chr2	232570037	232580996	loop_name_356	15	43852	2282	0	0	129.30619	102.33006	0	14.10217	60.51921	70.45621	3.52892	35.71115	77.69745	62.44645	0	0	7	293	0	0	25.77965	49.67843	16.66592	14.81026	0	0	0	494.49	3878.93	4266.49	16044464280	67446469490	0	1640
chr11	32912773	32917295	chr11	33059744	33062878	loop_name_357	2	310	250	0	10	139.763031	115.868807	0	0	44.65677	23.48155	18.2603	3.0878	93.52456	22.00788	0	2.42982	20	0	0	0	6.18812	5.07731	2.77721	0	0	0	212.54	375.45	961.42	3100	2863572587	1388580477	0	29.5
chr12	76136990	76142754	chr12	76171001	76178037	loop_name_358	1	234454	251037	0	0	0	0	0	7.40847	21.16865	20.42201	7.20333	2.98069	20.64554	15.14749	0	3.59531	0	0	0	0	40.48821	21.83056	38.41482	24.38045	152.68	215.69	0	0	0	0	0	0	0	0
chr11	118886069	118891193	chr11	118937782	118939525	loop_name_359	2	426	191	0	10.5	139.154289	126.880997	9.70904	0	13.75151	25.28133	37.97226	11.20659	54.56506	29.17072	0	0	19	0	126.8	131.82	7.40881	3.74829	0	0	0	0	153.71	249.51	1557.98	3085.44	2021115387	2735586772	549	59.5
chr3	5026524	5030184	chr3	5035498	5038530	loop_name_360	7	6708	15368	60.5	0	4.97916	8.26428	0	0	50.26903	26.38632	0	0	20.52421	41.66898	0	0	0	0	0	0	2.41295	8.24569	8.55404	4.97015	120.65	433.62	0	580.73	521.28	479.61	105602360	0	0	0
chr8	22550853	22553453	chr8	22842780	22846069	loop_name_361	1	1338	505	0	0	79.517002	6.39872	0	0	30.88617	20.13267	0	0	27.71182	7.32269	0	0	43	0	127.71	0	7.30909	7.36053	6.59485	12.11773	0	0	0	0	101.03	210.8	1420821595	22844906	0	0
chr2	227617696	227628770	chr2	227645617	227649083	loop_name_362	5	40273	16156	0	0	27.43921	0	12.73365	4.5676	41.49412	0	24.40838	5.20579	48.42613	0	0	0	9	0	0	0	23.80006	12.42835	19.62754	8.92969	1329.65	0	422.43	0	519.22	0	0	0	0	0
chr12	70841621	70845225	chr12	71037642	71041528	loop_name_363	1	83361	8365	0	0	8.52807	17.755199	0	0	28.12539	14.61424	0	0	7.87666	3.09208	0	0	8	0	0	0	1.98673	2.27535	2.34206	0	689.32	461.14	372.11	194.27	174.14	0	0	0	0	0
chr6	26595619	26598320	chr6	27097374	27104691	loop_name_364	1	201	216	10.5	0	135.438004	87.50293	0	0	29.03335	28.29278	13.48049	0	35.4651	61.03462	0	0	94	0	120.05	482	8.75284	44.08739	10.16042	0	0	0	198.91	240.48	2476.93	255.83	531937084	216813166	252	2730
chr17	46100313	46105226	chr17	46124301	46127444	loop_name_365	2	11843	187	0	0	92.8013	144.595993	0	0	29.28627	16.71877	0	11.08937	44.71106	20.95165	0	0	277	0	0	0	9.17959	5.41723	6.12102	6.20234	0	0	189.77	189.75	924.38	2660.58	3826449762	1107023961	0	0
chr1	42418166	42423275	chr1	44394048	44401664	loop_name_366	1	36225	1136	0	0	14.21703	114.087401	0	2.98877	28.86125	55.18503	0	6.21729	16.5265	38.43175	0	0	0	306	0	0	11.94858	10.05217	13.36081	17.8289	1063.52	544.7	0	0	750.9	984.57	84843235	1864754441	0	67.5
chr16	2517206	2519488	chr16	2570045	2572006	loop_name_367	1	133	663	0	0	23.4335	107.616997	0	0	31.40382	43.8273	0	19.62286	35.41632	50.45342	0	0	11	8	0	0	6.2665	4.70328	11.33389	3.62797	0	0	0	211.05	156.46	165.08	75548155	79692312	0	0
chr12	120554136	120556539	chr12	120727707	120732169	loop_name_368	1	695	10186	0	0	136.302994	57.5588	0	0	48.93225	35.93761	20.13741	0	24.62991	37.87061	0	0	0	0	0	0	3.76436	5.65075	3.45684	3.39036	0	0	0	0	277.66	2134.36	11573246867	0	59	0
chr15	85174112	85179073	chr15	85196212	85199644	loop_name_369	5	1902	354	20	0	166.301498	141.125	0	6.35427	22.59824	39.39891	9.47981	10.34557	30.97323	53.60676	0	0	0	72	207.35	0	13.00026	9.82846	0	0	0	0	0	0	504.63	756.57	6132741601	1533559203	279	92.5
chr10	103910023	103913891	chr10	103988871	103992215	loop_name_370	6	24	4508	0	0	134.326004	121.353996	4.40347	0	29.40598	33.53317	20.70734	6.00215	66.82859	19.76375	0	0	0	352	0	0	10.91437	5.19755	3.65857	0	0	0	133.59	0	3100	1728.28	1766506435	7903314501	0	55.5
chr12	120684449	120687149	chr12	120727707	120732169	loop_name_371	3	2165	10186	60.5	0	13.63815	57.5588	2.58639	0	19.9939	35.93761	20.70577	0	9.67024	37.87061	0	0	0	0	0	0	3.44603	5.65075	4.03672	3.39036	0	0	0	0	0	2134.36	0	0	0	0
chr7	99844013	99845994	chr7	99861325	99863576	loop_name_372	5	24851	7404	0	0	3.67934	15.29751	0	0	20.49269	15.87446	0	0	7.61571	3.36356	0	0	16	0	0	0	10.0238	9.00097	24.93832	15.06313	0	0	0	0	194.05	0	0	0	0	0
chr8	132845900	132848627	chr8	132866831	132871777	loop_name_373	3	69071	47031	0	0	0	23.44421	5.78978	3.40068	2.08864	18.781	0	0	0	17.95406	2.83407	0	0	0	0	0	3.02705	10.38951	0	8.97631	0	642.84	0	0	0	315.75	0	0	0	0
chr6	26117689	26127943	chr6	26536330	26540220	loop_name_374	1	1316	297	22.5	30.5	138.62556	122.834	0	0	45.50486	25.26675	18.05463	11.90717	47.59661	39.96396	0	0	0	0	111.79	173.6	28.56107	13.88298	19.45044	3.69141	179.74	0	0	0	3080.4	1016.26	574739716	1008466825	3350	137
chr19	505743	512353	chr19	2028099	2036244	loop_name_375	1	1551	16470	19	0	159.237676	63.417689	3.60123	0	41.51106	71.13667	5.07519	2.17708	59.06999	39.34612	2.28793	3.24794	259	0	0	0	7.37254	17.66648	2.57581	25.59297	0	139.18	0	0	3732.01	1465.16	31995716	46764555	61	0
chr12	75881539	75886099	chr12	76410491	76427782	loop_name_376	2	9306	6419	0	0	0	123.523033	5.78386	7.7373	13.71584	101.62244	2.79021	19.4071	4.3299	83.96079	0	0	31	11	0	874.24	5.01157	77.03599	3.04589	19.22178	189.27	3507.89	132.64	337.77	115.43	768.81	0	6190459593	0	2480
chr16	283736	286399	chr16	1469549	1472116	loop_name_377	1	523	32	0	0	113.996147	159.001007	0	0	25.88226	34.58715	3.0878	18.31461	34.82275	43.09584	0	0	16	0	0	231.71	15.35907	5.65375	0	0	0	0	168.49	251.94	283.4	1195.32	9401144	66183604	0	454
chr10	126752062	126755379	chr10	126836862	126839262	loop_name_378	1	32282	9625	0	0	3.80509	4.28006	3.65613	2.5422	17.5211	8.60229	7.65368	18.49462	5.11301	9.09295	0	0	0	0	0	0	3.43414	3.00884	3.6572	3.62989	211.32	0	0	0	154.32	124.52	126752778	0	0	0
chr7	134575494	134577550	chr7	134670236	134673414	loop_name_379	1	371	566	0	0	118.885002	129.591003	0	0	28.6248	25.27954	4.60248	4.76109	26.92769	21.41966	0	0	0	42	0	161.18	3.63107	4.65391	4.05398	0	0	0	289.75	277.04	338.94	544.99	672881747	4309484421	132	64.5
chr2	232543080	232547503	chr2	232570037	232580996	loop_name_380	16	27943	2282	0	0	129.466202	102.33006	0	14.10217	32.57118	70.45621	4.20171	35.71115	61.67451	62.44645	0	0	0	293	0	0	32.16698	49.67843	12.24684	14.81026	0	0	137.52	494.49	1044.61	4266.49	16510755681	67446469490	0	1640
chr1	33114806	33118384	chr1	33684225	33687950	loop_name_381	1	154	36086	0	0	148.699005	17.0668	5.14078	0	34.21236	20.01448	44.20313	0	60.84092	7.76395	0	0	0	92	114.85	0	11.28787	5.88675	0	4.17357	0	152.35	297.07	0	3100	524.66	728572639	67373545	112	0
chr10	103823506	103827178	chr10	103910023	103913891	loop_name_382	1	218	24	0	0	114.848999	134.326004	0	4.40347	33.12582	29.40598	7.50233	20.70734	45.53857	66.82859	0	0	17	0	204.78	0	8.86647	10.91437	2.51078	3.65857	0	0	0	133.59	1308.41	3100	6956297898	1766506435	169	0
chr16	74609873	74615533	chr16	75283809	75288842	loop_name_383	1	28339	772	0	0	14.31504	98.392491	0	0	25.74123	47.11004	29.48051	15.08422	13.85647	58.01375	0	0	0	9	124.27	0	8.71462	18.00082	14.35633	14.2432	1319.1	0	144.6	0	154.84	162.05	0	6474512359	0	0
chr10	91869273	91873390	chr10	92614312	92622223	loop_name_384	1	154202	597	0	0	6.65373	101.814003	0	0	15.28674	48.77743	0	13.88048	6.79554	19.10798	2.53597	0	0	53	0	0	7.49965	13.02334	4.06875	3.18817	787.25	472.77	0	0	0	446.26	0	4816118809	0	90.5
chrX	47075419	47080166	chrX	47090438	47094762	loop_name_385	4	265	286	0	0	132.665749	91.572601	3.73315	0	36.92536	23.63914	20.11964	8.44528	55.29993	42.3413	0	0	0	0	0	0	22.62586	8.45708	7.25035	0	0	0	0	117.14	0	2515.57	1930212370	141278702	0	104
chr4	30875770	30886350	chr4	30930611	30932707	loop_name_386	2	159023	209622	0	0	0	0	18.21288	6.27879	27.72452	2.38308	21.50664	12.44548	20.33237	4.51715	2.16529	0	0	0	0	0	59.54586	7.56399	32.24069	4.9312	269.16	0	0	0	0	0	0	0	0	0
chr7	89806135	89811843	chr7	89840028	89842895	loop_name_387	3	25300	288	0	0	15.65795	130.705002	3.34201	0	18.14628	32.19245	0	5.52082	17.99261	27.94882	6.38671	0	0	55	0	0	6.72919	5.31875	9.94577	0	1242.06	0	174.52	308.05	206.7	380.36	0	1886662761	0	0
chr17	79816433	79820436	chr17	79978702	79982986	loop_name_388	1	109	50	0	0	249.539002	125.171997	6.02325	0	60.53882	62.34005	33.67618	12.28481	102.84881	93.26185	0	0	0	112	0	0	14.70443	15.89181	0	3.56433	0	0	0	0	1442.38	411.42	5427656035	5838593328	1133	0
chr4	77868937	77873222	chr4	77995996	77999644	loop_name_389	1	213	695	0	0	135.231995	105.896004	0	0	24.80814	29.43351	15.31721	19.32634	28.40413	28.76976	0	0	0	0	0	0	9.27199	6.74981	5.06222	5.26471	0	0	537.28	0	2049.85	576.02	4594375671	3665845298	136	261
